Name,Date of Birth,Gender,Marital Status,Phone Number,Email Address,Mailing Address,Language Preference,Geographical Location,Credit Score,Loan Type,Loan Amount,Loan Term,Interest Rate,Loan Purpose,EMI,IP Address,Geolocation,Repayment History,Days Left to Pay Current EMI,Delayed Payment
Pranay Rout,09-09-1981,Male,Single,+916749363924,mannanhiran@example.com,"H.No. 144
Vora Street, Dibrugarh-491631",Hindi,Amaravati,686,Auto Loan,81849,9,0.26,Education Fees,10107.69,172.30.248.56,"34.5071435, -123.371350","[{'Payment Date': datetime.date(2023, 5, 20), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 11), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 4), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 24), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 9, 18), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 10, 4), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 11, 16), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 12, 26), 'Payment Mode': 'Cash'}]",12,Yes
Taimur Dora,21-07-1969,Male,Widowed,+916121413297,usekhon@example.com,"H.No. 31, Bassi Chowk, Thrissur 758510",Kannada,Gorakhpur,486,Personal Loan,10168,2,0.14,Wedding Expenses,5173.14,10.173.130.219,"0.600595, -40.377661",[],10,No
Sana Malhotra,20-12-1985,Female,Married,+911445824585,aryamisha@example.net,"H.No. 034, Bains Street, Bokaro-824239",Bengali,Amroha,401,Personal Loan,23558,4,0.24,Medical Emergency,6186.89,172.23.175.180,"-61.590733, 113.454769","[{'Payment Date': datetime.date(2023, 5, 5), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 14), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 7, 6), 'Payment Mode': 'Cash'}]",13,Yes
Adira Ghosh,03-06-1999,Male,Divorced,+919909238594,veerkakar@example.net,"07/927
Mall Zila, Kirari Suleman Nagar-007640",Urdu,Sambalpur,638,Auto Loan,41039,2,0.14,Medical Emergency,20879.29,10.112.180.252,"2.353637, 177.002522","[{'Payment Date': datetime.date(2023, 5, 23), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 19), 'Payment Mode': 'Net Banking'}]",7,Yes
Indrajit Rastogi,29-06-1978,Female,Married,09638065348,raghavwason@example.org,"02/03
Uppal Circle, Dehradun-202869",Urdu,Kollam,733,Personal Loan,62020,9,0.13,Debt Consolidation,7269.74,10.99.41.249,"65.7613495, -27.213936","[{'Payment Date': datetime.date(2023, 5, 3), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 24), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 21), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 8, 18), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 9, 9), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 10, 15), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 11, 13), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 12, 11), 'Payment Mode': 'Cash'}]",1,Yes
Misha Ravi,19-11-1995,Male,Single,+913937857622,rmallick@example.net,"86
Sahota Chowk
Guwahati 510565",Tamil,Rewa,525,Home Loan,69372,9,0.22,Home Renovation,8431.67,192.168.178.201,"-62.1815985, 91.234732","[{'Payment Date': datetime.date(2023, 5, 23), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 10), 'Payment Mode': 'Cash'}]",11,No
Fateh Malhotra,14-04-1972,Female,Divorced,05404190543,miraya92@example.org,"907, Kade Zila, Salem 127874",Gujarati,Begusarai,474,Home Loan,79354,7,0.29,Debt Consolidation,12458.28,192.168.213.163,"-66.3476635, 146.707128","[{'Payment Date': datetime.date(2023, 5, 26), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 13), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 7, 14), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 11), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 9, 8), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 10, 26), 'Payment Mode': 'Credit Card'}]",2,No
Vardaniya Srinivas,01-05-1991,Male,Widowed,+917821168732,samairaissac@example.net,"85/595, Luthra Ganj, Surat 220927",Bengali,Khora ,496,Home Loan,92728,4,0.24,Debt Consolidation,24352.58,10.251.153.212,"30.9975505, 174.418098","[{'Payment Date': datetime.date(2023, 5, 21), 'Payment Mode': 'Credit Card'}]",3,Yes
Parinaaz Kurian,03-06-1982,Male,Widowed,0338559006,ahluwaliazara@example.org,"53/04
Saran Nagar
Korba-390579",Tamil,Jhansi,584,Personal Loan,29537,6,0.24,Education Fees,5273.12,10.17.25.81,"21.193421, 128.515217",[],11,Yes
Jhanvi Cherian,03-12-1999,Male,Single,+913119706069,araj@example.com,"563, Sani Street
Faridabad-954440",Tamil,Anand,435,Personal Loan,66505,12,0.24,Wedding Expenses,6288.69,192.168.157.22,"-3.2889555, -24.093566","[{'Payment Date': datetime.date(2023, 5, 10), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 12), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 7, 11), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 8, 4), 'Payment Mode': 'Debit Card'}]",3,Yes
Zaina Shukla,17-07-1988,Male,Single,0053052905,manevedika@example.org,"24/73, Chad Circle
Faridabad 313636",Hindi,Bellary,762,Personal Loan,21975,10,0.24,Debt Consolidation,2446.4,10.113.38.39,"-52.841591, -38.833719","[{'Payment Date': datetime.date(2023, 5, 15), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 6, 8), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 7, 1), 'Payment Mode': 'Debit Card'}]",11,Yes
Indrajit Deo,03-12-2003,Male,Single,+918924282568,tjaggi@example.net,"31/94, Khanna Nagar, Tirunelveli-299146",Hindi,Ajmer,306,Home Loan,84941,1,0.2,Debt Consolidation,86356.68,172.26.99.60,"-41.4391295, 168.838340",[],6,No
Samaira Tailor,19-11-1981,Female,Divorced,+910757323841,kavyakumer@example.org,"38/46
Dada Street
Kharagpur-540289",Urdu,Uluberia,388,Personal Loan,58057,8,0.14,Wedding Expenses,7643.28,10.35.92.112,"50.350453, -45.295345","[{'Payment Date': datetime.date(2023, 5, 16), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 10), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 20), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 8, 25), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 9, 12), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 10, 21), 'Payment Mode': 'Credit Card'}]",1,Yes
Akarsh Dey,16-11-1963,Female,Single,7109514555,gkata@example.net,"57/69, Wadhwa Path
Chittoor-358855",Urdu,Raurkela Industrial Township,783,Auto Loan,86287,5,0.25,Education Fees,18350.81,192.168.225.139,"-38.915423, -78.398682","[{'Payment Date': datetime.date(2023, 5, 12), 'Payment Mode': 'UPI'}]",2,Yes
Rania Sem,18-03-2002,Female,Divorced,01320402900,deolaarush@example.net,"48, Badal Road
Aizawl 023225",Tamil,Kurnool,478,Personal Loan,67743,5,0.15,Wedding Expenses,14060.88,192.168.205.33,"78.748121, 107.483842","[{'Payment Date': datetime.date(2023, 5, 17), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 3), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 7, 22), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 8, 26), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 9, 18), 'Payment Mode': 'Net Banking'}]",9,No
Elakshi Mandal,18-11-1993,Female,Married,07413829021,vde@example.org,"H.No. 368
Saxena Path, Nizamabad 844630",Telugu,Bellary,754,Personal Loan,21393,7,0.14,Debt Consolidation,3200.42,172.31.161.170,"-27.541381, -6.943904","[{'Payment Date': datetime.date(2023, 5, 2), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 6, 26), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 7, 26), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 8, 18), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 9, 6), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 10, 15), 'Payment Mode': 'UPI'}]",1,Yes
Faiyaz Tandon,22-10-2003,Male,Divorced,+913475694856,kiaanbuch@example.net,"39/43
Anne Chowk, Bihar Sharif 879314",Bengali,South Dumdum,521,Personal Loan,56388,2,0.12,Debt Consolidation,28617.61,192.168.203.143,"47.161199, 129.355763","[{'Payment Date': datetime.date(2023, 5, 8), 'Payment Mode': 'Net Banking'}]",13,Yes
Veer Chanda,21-08-1973,Female,Widowed,1931941368,lavanyasekhon@example.net,"21/168, Sridhar, Sri Ganganagar 135155",Bengali,Jammu,474,Personal Loan,82023,2,0.25,Home Renovation,42297.51,172.31.168.234,"17.198531, -115.258428","[{'Payment Date': datetime.date(2023, 5, 14), 'Payment Mode': 'Debit Card'}]",7,Yes
Raunak Bhasin,07-07-1967,Female,Widowed,02127693057,myralata@example.net,"998, Samra Circle
Chapra 665624",Urdu,Vijayanagaram,440,Home Loan,71861,11,0.23,Home Renovation,7307.85,192.168.142.205,"-66.963786, 68.064307","[{'Payment Date': datetime.date(2023, 5, 3), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 22), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 7, 17), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 8, 16), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 9, 11), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 10, 1), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 10, 13), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 11, 7), 'Payment Mode': 'Net Banking'}]",7,No
Chirag Sharaf,01-03-1967,Female,Married,01211393169,viswanathantanya@example.net,"H.No. 88
Kara Nagar, Gurgaon-326728",Telugu,Avadi,594,Personal Loan,88439,9,0.25,Wedding Expenses,10878.28,10.16.114.62,"-60.243660, 76.792548","[{'Payment Date': datetime.date(2023, 5, 21), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 5), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 7, 11), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 8, 13), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 9, 1), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 10, 8), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 11, 4), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 12, 28), 'Payment Mode': 'Credit Card'}]",12,No
Devansh Mann,25-10-1968,Male,Married,+910135034438,jdani@example.com,"H.No. 87, Rattan Zila, Dehri-673519",English,Munger,829,Personal Loan,90132,7,0.12,Debt Consolidation,13396.16,172.28.160.25,"6.832058, 31.156078","[{'Payment Date': datetime.date(2023, 5, 18), 'Payment Mode': 'Cash'}]",2,No
Divyansh Hayer,12-03-1973,Female,Widowed,02969248033,faiyaz06@example.com,"34/58
Chandra Street, Katihar-547284",Marathi,Ghaziabad,758,Home Loan,72229,13,0.15,Debt Consolidation,6054.31,192.168.1.83,"-41.6653235, 32.508455","[{'Payment Date': datetime.date(2023, 5, 5), 'Payment Mode': 'Credit Card'}]",9,Yes
Divij Bhatt,22-10-1959,Male,Single,4100576396,ayeshakarpe@example.net,"71/053
Borra Road
Begusarai 684594",Malayalam,Bhilai,340,Auto Loan,84476,13,0.22,Home Renovation,7362.36,172.17.147.164,"21.0252175, -171.632069","[{'Payment Date': datetime.date(2023, 5, 21), 'Payment Mode': 'Cash'}]",1,Yes
Kiara Badami,07-06-1982,Female,Single,+917501850886,loyalryan@example.net,"83/55, Grewal Nagar, Mysore 745336",Urdu,Hospet,596,Personal Loan,40989,12,0.12,Medical Emergency,3641.82,10.114.10.171,"49.4120405, 161.436278","[{'Payment Date': datetime.date(2023, 5, 14), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 27), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 7, 28), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 15), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 9, 14), 'Payment Mode': 'UPI'}]",3,Yes
Tiya Din,10-12-2001,Male,Widowed,9729530374,rwali@example.com,"H.No. 67, Mander Marg
Meerut 771742",Hindi,Sagar,652,Home Loan,94029,9,0.12,Home Renovation,10976.98,172.19.102.192,"-41.8346495, 148.436482","[{'Payment Date': datetime.date(2023, 5, 16), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 6), 'Payment Mode': 'Net Banking'}]",4,Yes
Hrishita Ramakrishnan,26-11-1972,Male,Single,06560361809,thakerivana@example.net,"H.No. 962
Agarwal Chowk
Miryalaguda 951772",Marathi,Khandwa,832,Personal Loan,24405,15,0.16,Home Renovation,1805.91,10.229.152.198,"81.9452095, 124.910582","[{'Payment Date': datetime.date(2023, 5, 1), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 5, 9), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 28), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 7, 11), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 8, 13), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 9, 22), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 10, 11), 'Payment Mode': 'Credit Card'}]",1,No
Jivika Choudhury,23-01-1971,Female,Single,05816365424,cchhabra@example.org,"18/85, Sundaram Chowk, Tiruvottiyur 894332",Gujarati,Dhule,484,Home Loan,72866,2,0.14,Home Renovation,37071.81,172.24.253.121,"-72.133697, 139.153739","[{'Payment Date': datetime.date(2023, 5, 8), 'Payment Mode': 'Net Banking'}]",10,No
Nitya Kaur,08-01-1968,Male,Single,+913958739059,dhruv26@example.org,"153
Das Street, Ghaziabad-440756",Hindi,Dehradun,831,Auto Loan,29528,10,0.16,Home Renovation,3173.64,10.140.21.219,"-49.287902, -142.427107","[{'Payment Date': datetime.date(2023, 5, 5), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 16), 'Payment Mode': 'Net Banking'}]",13,No
Arnav Shenoy,02-06-1976,Female,Divorced,2323784105,trisha94@example.com,"840
Ram Circle, Purnia 178341",Gujarati,Muzaffarpur,352,Auto Loan,11551,6,0.27,Education Fees,2079.58,172.24.64.226,"-28.6170945, 137.049834","[{'Payment Date': datetime.date(2023, 5, 12), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 3), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 7, 1), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 7, 16), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 8, 1), 'Payment Mode': 'UPI'}]",10,Yes
Vardaniya Upadhyay,27-02-1984,Male,Single,0094888756,darshit68@example.org,"69/21, Biswas Ganj
Bettiah-008107",Telugu,Purnia,404,Personal Loan,54381,13,0.11,Medical Emergency,4456.47,172.19.148.54,"55.332538, -90.718837","[{'Payment Date': datetime.date(2023, 5, 13), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 17), 'Payment Mode': 'UPI'}]",13,No
Rohan Sengupta,18-01-1996,Female,Married,+911404666645,obal@example.com,"44/006
Bawa Road, Bettiah-255387",Malayalam,Guntakal,380,Home Loan,48890,10,0.27,Medical Emergency,5514.19,192.168.53.242,"-78.537675, -137.920946","[{'Payment Date': datetime.date(2023, 5, 24), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 6, 26), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 16), 'Payment Mode': 'UPI'}]",3,Yes
Mehul Wason,25-05-1960,Female,Single,01519956392,rasha32@example.com,"H.No. 081, Balasubramanian Circle, Katihar 287828",Urdu,Jaipur,387,Home Loan,65517,12,0.19,Medical Emergency,6037.82,10.107.184.79,"34.0273205, -127.103442","[{'Payment Date': datetime.date(2023, 5, 2), 'Payment Mode': 'Cash'}]",13,No
Miraan Iyer,04-12-1983,Male,Divorced,6400744559,wadhwauthkarsh@example.com,"77/448, Chana Street
Bathinda-355621",Urdu,Chandigarh,369,Personal Loan,41505,7,0.29,Medical Emergency,6516.13,10.137.64.163,"-53.0407525, -87.504783","[{'Payment Date': datetime.date(2023, 5, 16), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 14), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 11), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 4), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 9, 4), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 10, 10), 'Payment Mode': 'Debit Card'}]",7,Yes
Indranil Sanghvi,03-09-1963,Male,Divorced,+919739270051,thakurumang@example.org,"61/96, Kota Chowk
Ludhiana-344256",Malayalam,Mahbubnagar,443,Home Loan,36376,11,0.3,Education Fees,3823.33,172.31.37.246,"19.9097485, 14.119940","[{'Payment Date': datetime.date(2023, 5, 13), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 5), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 18), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 8, 2), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 9, 24), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 10, 11), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 11, 15), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 12, 6), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2024, 1, 20), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2024, 2, 23), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2024, 3, 6), 'Payment Mode': 'Credit Card'}]",4,Yes
Madhav Kakar,29-04-1996,Female,Single,0515165725,ldevi@example.net,"H.No. 584
Shan Path
Srinagar 143427",Kannada,Parbhani,685,Personal Loan,32995,7,0.18,Debt Consolidation,5000.6,10.139.48.85,"66.3830275, -0.660110","[{'Payment Date': datetime.date(2023, 5, 14), 'Payment Mode': 'UPI'}]",2,No
Vardaniya Gola,23-11-1990,Female,Widowed,03023747191,ibehl@example.net,"39/083
Roy Path
Eluru-739475",Tamil,Tinsukia,393,Auto Loan,92733,6,0.18,Education Fees,16276.98,192.168.242.130,"56.9415705, 135.387072","[{'Payment Date': datetime.date(2023, 5, 8), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 6, 28), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 21), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 8, 20), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 9, 8), 'Payment Mode': 'Cash'}]",13,Yes
Rania Shukla,21-11-1973,Female,Divorced,+915120949707,balasaksham@example.org,"25, Ghosh Zila
Alwar-834169",English,Vijayanagaram,457,Auto Loan,25351,6,0.11,Home Renovation,4361.75,172.29.228.15,"-42.3233805, -35.453011","[{'Payment Date': datetime.date(2023, 5, 23), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 6), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 7, 5), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 8, 25), 'Payment Mode': 'Credit Card'}]",14,No
Nakul Varty,27-12-1982,Male,Widowed,05142073855,satheinaaya@example.net,"00/378, Mann, Malegaon 954738",Gujarati,Imphal,787,Personal Loan,93753,2,0.15,Wedding Expenses,47757.25,192.168.62.113,"-56.1422705, -25.262278","[{'Payment Date': datetime.date(2023, 5, 16), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 6, 26), 'Payment Mode': 'UPI'}]",14,No
Chirag Jayaraman,13-11-2004,Male,Divorced,2504953369,agoel@example.org,"H.No. 980
Datta Circle
Agra-789972",Malayalam,Sangli-Miraj & Kupwad,709,Auto Loan,78632,6,0.15,Medical Emergency,13684.63,10.192.178.162,"55.2574535, -75.539878","[{'Payment Date': datetime.date(2023, 5, 9), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 2), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 7, 21), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 8, 25), 'Payment Mode': 'Debit Card'}]",9,No
Mannat Buch,30-04-1964,Male,Widowed,5239350030,bandimiraya@example.net,"38
Dutt
Bokaro 129457",Tamil,Ongole,780,Auto Loan,67859,3,0.21,Education Fees,23415.93,10.107.2.74,"-82.870658, 63.865938","[{'Payment Date': datetime.date(2023, 5, 14), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 24), 'Payment Mode': 'UPI'}]",2,Yes
Onkar Dhaliwal,21-01-1962,Male,Single,+918408866546,ivankonda@example.org,"11/982
Balan Path
Cuttack-635528",Kannada,Allahabad,459,Home Loan,11225,10,0.26,Wedding Expenses,1260.56,192.168.13.63,"-1.791505, -151.348966","[{'Payment Date': datetime.date(2023, 5, 4), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 5), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 7, 9), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 8, 9), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 9, 22), 'Payment Mode': 'Debit Card'}]",8,Yes
Veer Kakar,09-10-1970,Female,Single,0105998369,madhavsampath@example.org,"70/64
Dass Road, Buxar 462579",Gujarati,Medininagar,480,Home Loan,85761,9,0.29,Home Renovation,10717.05,192.168.87.214,"57.2433105, 26.215090","[{'Payment Date': datetime.date(2023, 5, 9), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 6, 3), 'Payment Mode': 'Net Banking'}]",8,Yes
Ranbir Lata,30-08-1963,Male,Divorced,04270933441,adirakala@example.net,"H.No. 49
Sidhu Path
Dehri 775326",Hindi,Arrah,647,Auto Loan,11434,8,0.29,Home Renovation,1589.01,10.68.82.14,"-71.2589775, 44.002541","[{'Payment Date': datetime.date(2023, 5, 6), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 6, 18), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 7, 23), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 8, 23), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 9, 5), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 10, 22), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 11, 20), 'Payment Mode': 'Cash'}]",9,Yes
Dharmajan Dhillon,08-12-1978,Male,Widowed,+910104180262,veersekhon@example.org,"62
Chacko Ganj
Alwar 170024",Hindi,Mangalore,679,Home Loan,36100,8,0.12,Debt Consolidation,4717.92,192.168.41.181,"56.239726, -66.995948",[],9,No
Akarsh Khalsa,27-08-1967,Male,Widowed,+913664446179,armaan74@example.com,"02/92
Sharaf Chowk, Rohtak 897114",Malayalam,Ulhasnagar,508,Home Loan,86537,9,0.21,Debt Consolidation,10476.01,172.30.251.25,"-83.928017, 122.037533","[{'Payment Date': datetime.date(2023, 5, 9), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 6, 24), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 8), 'Payment Mode': 'Credit Card'}, {'Payment Date': datetime.date(2023, 8, 12), 'Payment Mode': 'Credit Card'}]",14,Yes
Onkar Vohra,08-03-1984,Male,Widowed,05765745055,elakshisarkar@example.net,"02/07, Bajwa Circle, Nellore 893073",Urdu,Ichalkaranji,678,Home Loan,84510,14,0.12,Debt Consolidation,6498.92,172.16.59.39,"40.6281345, -81.136414","[{'Payment Date': datetime.date(2023, 5, 24), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 8), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 7, 14), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 6), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 9, 16), 'Payment Mode': 'UPI'}]",3,Yes
Anahita Sachdeva,12-08-1988,Male,Widowed,05243060931,yakshit84@example.com,"39/975, Dutta Marg
Navi Mumbai 969402",Tamil,Kadapa,654,Personal Loan,54270,5,0.23,Debt Consolidation,11486.0,10.157.14.192,"13.444158, 160.147768","[{'Payment Date': datetime.date(2023, 5, 13), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 6, 5), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 7, 1), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 25), 'Payment Mode': 'UPI'}, {'Payment Date': datetime.date(2023, 8, 14), 'Payment Mode': 'Debit Card'}]",10,No
Shayak Srinivas,16-11-1961,Male,Married,8891441220,chandranaayush@example.org,"48, Kalita Street, Muzaffarpur 335441",Telugu,Bhatpara,735,Auto Loan,60461,10,0.23,Home Renovation,6701.6,10.164.83.25,"0.377744, -109.525829","[{'Payment Date': datetime.date(2023, 5, 13), 'Payment Mode': 'Debit Card'}, {'Payment Date': datetime.date(2023, 6, 27), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 7, 10), 'Payment Mode': 'Net Banking'}, {'Payment Date': datetime.date(2023, 8, 8), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 9, 8), 'Payment Mode': 'Cash'}, {'Payment Date': datetime.date(2023, 10, 8), 'Payment Mode': 'Credit Card'}]",15,No
